id,sentiment
"12311_10",0.4356462359428406
"8348_2",0.4356468617916107
"5828_4",0.435646653175354
"7186_2",0.4356471002101898
"12128_7",0.43564656376838684
"2913_8",0.4357089102268219
"4396_1",0.43564701080322266
"395_2",0.4356459379196167
"10616_1",0.4356473386287689
"9074_9",0.4356457591056824
"9252_3",0.8384358882904053
"9896_9",0.4356456995010376
"574_4",0.4356471002101898
"11182_8",0.12745818495750427
"11656_4",0.4356459379196167
"2322_4",0.43564552068710327
"8703_1",0.4356469213962555
"7483_1",0.43564659357070923
"6007_10",0.43564677238464355
"12424_4",0.4359699785709381
"4672_1",0.4523550570011139
"10841_3",0.12745818495750427
"8954_7",0.4356471598148346
"7392_1",0.43564650416374207
"10288_8",0.4356526732444763
"5343_4",0.12745817005634308
"4950_1",0.435647189617157
"9257_4",0.43564650416374207
"8689_3",0.43564683198928833
"4480_2",0.4368441104888916
"9286_10",0.435646653175354
"12245_10",0.43564656376838684
"7529_7",0.4356459379196167
"4_4",0.43564659357070923
"5299_2",0.43564656376838684
"12077_8",0.43564674258232117
"10701_2",0.43564727902412415
"11579_1",0.4356469213962555
"10993_1",0.43564698100090027
"8913_1",0.4356457591056824
"1350_3",0.43564701080322266
"3804_2",0.43564727902412415
"5025_3",0.43564561009407043
"5170_8",0.43564674258232117
"8225_8",0.5882871150970459
"6427_7",0.4356458783149719
"3165_3",0.435646653175354
"7902_9",0.4356462061405182
"8208_3",0.43564701080322266
"3577_8",0.4645031988620758
"4865_1",0.43564701080322266
"9063_3",0.435646653175354
"1106_1",0.435646653175354
"1117_9",0.4356462061405182
"1050_4",0.4333343803882599
"10755_9",0.46793973445892334
"2729_8",0.4356456398963928
"10072_10",0.43564537167549133
"2904_7",0.43564552068710327
"4584_2",0.435646653175354
"189_4",0.43564578890800476
"6302_4",0.43577808141708374
"8138_9",0.4356469213962555
"1262_1",0.435647189617157
"2199_10",0.8767500519752502
"6551_7",0.8711485266685486
"8082_7",0.4356469213962555
"4897_8",0.6751546859741211
"7360_1",0.4369373023509979
"11012_10",0.43564698100090027
"12046_1",0.4356456398963928
"2331_2",0.435647189617157
"8961_9",0.43564650416374207
"751_7",0.43198344111442566
"9884_10",0.43564701080322266
"10016_8",0.435646116733551
"8023_10",0.4356459379196167
"2628_1",0.4356466829776764
"5832_1",0.4421609342098236
"7302_1",0.4356463849544525
"4501_3",0.48240622878074646
"1121_7",0.44353944063186646
"8334_3",0.4356469213962555
"9789_10",0.4356473684310913
"4230_10",0.435647189617157
"824_4",0.43564578890800476
"6803_9",0.6130527257919312
"3086_7",0.4356471598148346
"1135_8",0.43564656376838684
"10136_1",0.4356463849544525
"11129_3",0.4356473386287689
"2072_8",0.4356458783149719
"9501_7",0.4356454610824585
"319_10",0.4365474283695221
"1693_7",0.43564674258232117
"10886_1",0.4356462359428406
"9406_8",0.4356471598148346
"10376_10",0.435646116733551
"9902_1",0.43564674258232117
"9938_8",0.435942143201828
"7080_9",0.8759203553199768
"11944_8",0.4356468617916107
"5249_1",0.4356473684310913
"9599_2",0.6040719151496887
"9620_1",0.4356459379196167
"11244_1",0.43075087666511536
"6841_10",0.4356471002101898
"10050_4",0.8748180866241455
"10512_9",0.4356471002101898
"11327_3",0.4356469213962555
"10681_8",0.4356463849544525
"808_3",0.43564629554748535
"546_7",0.4356464743614197
"10765_1",0.4356476068496704
"7189_9",0.43564727902412415
"6005_9",0.885920524597168
"11915_9",0.4356469213962555
"5740_10",0.435647189617157
"7097_10",0.4360329210758209
"9573_10",0.43564674258232117
"5084_4",0.43564701080322266
"12332_7",0.43564656376838684
"8154_1",0.43564707040786743
"5610_1",0.43564602732658386
"5323_9",0.43564561009407043
"11034_8",0.43564584851264954
"3977_2",0.4356471002101898
"12380_7",0.43168404698371887
"1737_8",0.5303252339363098
"6030_9",0.43564683198928833
"5918_7",0.43564552068710327
"7061_9",0.4356471598148346
"266_8",0.43564674258232117
"1375_10",0.4356471002101898
"8648_3",0.4464762210845947
"10146_10",0.4356461465358734
"4578_10",0.43564602732658386
"4685_8",0.4356459379196167
"11843_9",0.4356462359428406
"5467_10",0.43564683198928833
"10140_10",0.43564677238464355
"7721_8",0.43564683198928833
"11208_10",0.43564707040786743
"1063_10",0.4356463849544525
"8260_10",0.4356471598148346
"3182_9",0.43564674258232117
"2797_8",0.44965478777885437
"7613_2",0.43564683198928833
"11624_4",0.4356468617916107
"4847_10",0.43564698100090027
"10684_7",0.4356471598148346
"6312_1",0.4356462061405182
"4925_3",0.4356471002101898
"4125_1",0.4356464743614197
"2394_10",0.4356463849544525
"12105_10",0.4356469213962555
"7812_1",0.12745818495750427
"1061_8",0.43564561009407043
"9343_3",0.4356466829776764
"7696_10",0.4356463849544525
